id	doc	text
117	2312669.1_VKR Dolmatov 1,2,3..json	" Без НДС (+2,5% г / г). 76% рынка (3,8 млрд долларов). Углеводороды, 14% — твердые минералы и грунтовые воды, 10% - для работ 
общего геологического и специального назначения. Ключевыми регионами бурения традиционно являются Ханты-
Мансийский и Ямало-Ненецкий автономные округа (перевал 35% в России в 
2020 году). Отметим, что 31% проникновения приходится на исследования 
зрелых территорий в Приволжском федеральном округе. Что касается структуры спроса на буровые установки, то более 
половины рынка занимают буровые машины. Это связано с естественной 
большой грузоподъемностью и высокой скоростью мобилизации, которая 
лучше всего подходит для бурения кустарников в месторождениях Западной 
Сибири. Сегодня трудно предсказать потери на рынке тяжелых буровых машин. Несмотря на объективно существующий совокупный спрос, который 
составляет более 500 единиц, уровень отечественного производства в 
несколько раз ниже и будет продолжать снижаться под влиянием кризиса. Но 
считаем, что спрос на важные компоненты оборудования и другие 
компоненты, которые позволяют модернизировать оборудование и падение 
рынка будет незначительным. За последнее десятилетие нефтегазовые компании активно 
разрабатывают инвестиционные проекты в области добычи и переработки 
нети и газа. Общая стоимость инвестиционных программ крупнейших 
представителей отрасли в 2020 году составила 8,96 млрд рублей, что на 4,6% 
меньше аналогичного показателя 2019 года. В этом году многие нефтегазовые 
компании пересматривают свои инвестиционные программы, их сокращение 
может составить до 30-40%. Все угрозы будь то потенциальные или реальные можно разделить на 
внешние и внутренние. Однозначно дать ранг опасности и наибольшую 
важность каких-либо групп угроз нельзя, поскольку каждая из них оказывает 
существенное влияние на состояние нефтегазового оборудования. Длительное время одной из важнейших внешних угроз была проблема 
транспортировки каспийской нефти. Регион обладает значительным 
потенциалом: добыча нефти и газа из года в год увеличивается, компания 
проявляют все больший интерес к разработке Каспийских месторождений. Нынешнее распространение новой коронавирусной инфекции уже 
девальвировало нефть, привело к сокращению инвестиционных программ 
нефтегазовых предприятий и финансированию проектов по созданию 
отечественных нефтяных решений. Так как российские нефтяные компании в 
первую очередь сократят инвестиции в разработку нового оборудования для 
добычи углеводородов."
118	2312669.1_VKR Dolmatov 1,2,3..json	" Больше 
прогнозов, если цены на нефть не вернутся к уровню около $ 50 миллиард 
долларов за баррель может привести к длительной рецессии отрасли и 
накоплению промышленно развитых стран. Приоритетными задачами нефтегазового сектора в поиске, разведки и 
разработке месторождений нефти и газа РФ в ближайшее время являются: 
- садочные бассейны шельфа Северного Ледовитого океана; 
- слабо изученные провинции на суше; 
- до сих пор не введенные в разработку крупные месторождения в районе 
Сибири и Дальнего Востока; 
- уникальные ресурсы нефти нетрадиционных источников; 
- рациональное использование остаточных запасов используемых 
месторождений; 
- поиск, разведка и разработка новых месторождений в существующих 
нефтегазовых бассейнах. Выявили проблемы, определил необходимые рекомендации и 
разработали практические шаги в поисках оптимизации поставок 
технологического оборудования в нефтегазовой сфере, таких как:  
1. Выработать несколько сценариев сохранения критически важных 
операций, при этом обеспечивая безопасность работников; 
2. Определить, насколько цепочки поставок дифференцированы в 
географическом отношении; 
3. Пересмотреть системы управления рисками. Сфокусироваться на 
финансовых и юридических рисках и сформировать планы; 
4. Использовать кризис как катализатор для пересмотра операций: как и 
где выполняется работа; использовать возможности для удаленного 
сотрудничества, усилить автоматизацию и цифровые возможности. Применение информационных технологий, внедрение которых 
активизировалось на фоне пандемии, позволит существенно сократить 
себестоимость наиболее затратных составляющих недропользования: 
геологоразведки, бурения, транспортировки. В рамках государственной поддержки, выявили программы по 
импортозамещению в нефтегазовой отрасли, где Минэнерго выделило 
приоритетные направления. Краткосрочные цели повлияли на развитие 
технологии в гидравлическом разрыве и наклонном направленном бурении. Затронуто ряд вопросов, в том числе направления, связанные с среднесрочной 
перспективой, развитие производства оборудования для добычи нефти на 
суше, развитие технологий переработки углеводородного сырья и другие. Долгосрочные проекты направлены в том числе на развитие добычи на 
шельфе. В период пандемии особенно актуальным становится контроль со 
стороны ВОА за распоряжением средствами государственных бюджетов в 
сфере недропользования, проверка эффективности мер государственной 
поддержки, связанных с борьбой с COVID-19, оценка запасов ресурсов и их 
рационального использования."
119	2312669.1_VKR Dolmatov 1,2,3..json	" Итак, в настоящее время существует множество проблем, 
препятствующих разработки предполагаемого индекса, большинство из 
которых связаны с национальными различиями стран. Разработка единого 
методологического подхода позволит ранжировать страны по эффективности 
обеспечения экономической безопасности нефтегазового комплекса. 2. Постановление Правительства РФ от 29.03.2013 N 277 (ред. от 
25.12.2018) «О порядке подтверждения факта добычи и контроля количества 
нефти сырой, в отношении которой могут применяться особые формулы 
расчета ставок вывозных таможенных пошлин на нефть сырую, а также о 
признании утратившим силу постановления Правительства Российской 
Федерации от 16 июля 2009 г. N 574» 
3. Андреев О. С., Организация инновационных процессов на 
предприятиях нефтяного сектора в Российской Федерации// Экономические 
науки. — 2018 — №9 — С.71-75 
4. Бисс А.В. Оценка эффективности использования трудовых 
ресурсов ПАО «НК «РОСНЕФТЬ» // Студенческий: электрон. научн. журн. 
2020. № 2(88). 5. Бузмаков Д.С. Управление инновационными процессами на 
предприятиях нефтегазовой промышленности // Студенческий: электрон. научн. журн. 2019. № 33(77). 6. Волкова А.М. Проблемы инновационного развития нефтяной 
промышленности России // Самара: АНО «Издательство СНЦ», 2017. -с. 139-
142  
7. Волконский В.Нефтяной комплекс: финансовые потоки и 
ценообразование // Экономист. - 2016. - N 5. - С. 21-32 
8. Гуреева, М. А. Основы экономики нефтяной и газовой 
промышленности / М.А. Гуреева. - М.: Academia, 2016. - 240 c. 9. Добыча нефти в России. История, статистика по годам, регионам, 
компаниям // электронный ресурс// https://prognostica.info/news/show/36  (дата 
обращения: 26.12.2020). 10. Исмагилова Л.Ф. Методы анализа и отбора проектов для 
финансирования на предприятиях нефтяной и газовой отрасли // 
Студенческий: электрон. научн. журн. 2019. № 34(78). 11. Конюховский, П. Математические методы исследования операций 
в экономике / П. Конюховский. - М.:, 2016. - 529 c. 12. Корниенко А. В., Дорохов В. И. Организация процесса управления 
инновационной деятельностью в нефтегазовой отрасли // Молодой ученый. — 
2019. — №19. — С. 143-146. 13. Краюшкина М.В. Экономика и управление нефтегазовым 
производством: учебное пособие. - Ставрополь: Изд-во СКФУ, 2017."
120	2312669.1_VKR Dolmatov 1,2,3..json	" Лобов, А.Г. Нефть и газ. Мировая история / ред. И.И. Мазур, А.Г. 
Лобов. - М.: Земля и Человек XXI век, 2016. 896 c. 15. Минченко Л.В., Расулов А.Р., Скоробогатов М.В. 
Совершенствование систем управления бизнес-процессами как основа 
инновационного развития нефтегазовой отрасли // Фундаментальные 
исследования. - 2017.- № 2. - С. 177-180 
16. Мировой рынок нефти в процессе перемен: Монография / Под ред. 
С.В. Жукова. - М: ИМЭМО РАН, 2017. - 118 с. 
17. Назарова З.М., Забайкин Ю.В., Абрамов В.Н., Якунин М.А., 
Карасев А.Д. Эмбарго на поставки нефти и газа из России // Современная 
наука: актуальные проблемы теории и практики. - 2017. - №12. С. 95-97. 18. 19. Официальный сайт компании ПАО «Лукойл» - [Электронный 
ресурс]. -Режим доступа: http://www.lukoil.ru/Business/technology-and-
innovation /Technologies. (дата обращения: 10.12.2020) 
20. 21. rosneft.ru (дата обращения: 21.12.2020). 22. Попова Е.В., Соколова Н.В. Экономическое развитие нефтяной 
отрасли россии в условиях санкций // Актуальные вопросы экономических 
наук и современного менеджмента: сб. ст. по матер. XXVII междунар. науч.-
практ. конф. № 10(20). - Новосибирск: СибАК, 2019. - С. 36-41. 23. Рейтинг стран по добыче нефти в 2019 году // электронный ресурс 
// http://www.1rre.ru (дата обращения: 01.12.2020). 24. Рябова В.В. Анализ механизмов формирования начальной 
максимальной цены контракта на предприятиях нефтяной и газовой отрасли // 
Студенческий: электрон. научн. журн. 2019. № 34(78). 25. Унаев В.Ф., Шпаков В.Д., Епифанова Н.П., Лындин В.Н. 
Экономика предприятий нефтяной и газовой промышленности: Учебник. Под 
ред. В.Ф. Дунаева. - М.: ФГУТІ Пзд-во «Нефть и газ» РГУ нефти и газа им. 
II.VI. Губкина. 2016. 352 с. 
26. Фомин, Г.С. Нефть и нефтепродукты. Энциклопедия 
международных стандартов / Г.С. Фомин, О.Н. Фомина. - М.: ПРотектор, 2016. - 508 c. 27. Федеральная служба государственной статистики Росстат 
https://www.gks.ru (дата обращения: 16.12.2020) 
28. Экономические санкции против России: ожидания и реальность: 
монография / под науч. ред. Р.М. Нуреева. - М.: КНОРУС, 2017. - 194 с.  
29. Agabek, V. E. Oil and gas: technologies and products of processing / 
V. E. Agabek, V. K. Kosyak: Phoenix, 2019."
121	2312669.1_VKR Dolmatov 1,2,3..json	" Anokho E. V., Sivts G. S. Features of the organization of internal 
financial control in state institutions / Accounting and control: electron. zhurn. 2016. N6. 31. Brus, P. N. Financial management. Financial planning (for bachelors) 
[Electronic resource]: textbook / p. N. Brus, T. V. Filatova. - Electron. Dan. - 
Moscow: KnoRus, 2018. - 227 p. 
32. Burtsev, V. V. Internal control: basic concepts and organization / V. V. 
Burtsev // Management in Russia and abroad. 2017. no. 4. Pp. 5-8. 33. Grigor, L. M. Prospects for cogeneration / L. M. Grigor [et al.] / / 
Energy Bulletin. - 2018. - №59. - Pp. 8-10. 34. Dreving, S. R. Modern understanding of the category «internal financial 
control»: problems and prospects of study / S. R. Dreving, L. E. Krustova// Scientific 
and practical journal «Management Sciences». - 2017. - Issue 3. - Pp. 30-32. 35. Zolotoj, T. V. Evaluation of the project of modernization of refinery / 
T. V. Zolotoj // Economics and entrepreneurship. - 2018. - №5-2. - P. 450-454. 36. Makar, I. N., Makar, O. A. Efficiency of the electricity market as a 
factor of economic development of Russia / I. N. Makar, O. A. Makar-2019. - №16. - Pp. 2651-2662. 37. Nikitina, E. S. the Essence and significance of internal control in the 
management of an organization / E. S. Nikitina // Trade and economic journal. 2017. No. 9. Pp. 8-11. 38. Orlov O. E. Internal control: organizational aspect // Current issues of 
accounting and taxation. 2018. N 21. P. 67-84 
39. Safron, A. N. Review of the oil refining industry in Russia and abroad 
/ A. N. Safron / / oil Refining and petrochemistry. - 2017. - no. 12. P. 8-15. 40. Starovoit, M. K. Practical tools for organizing industrial enterprise 
management: monograph / P. A. Fomin, M. K. Starovoitov."
122	2383223.1_Dudina V.A.json	" Актуальность: В настоящее время Россия и Испания стали 
крупнейшими в мире странами по приему мигрантов. Миграционная 
политика России динамично развивается, как и развиваются сами 
миграционные процессы в меняющемся мире. Испания, как участник ЕС, 
тоже играет важную роль в миграции. В последние несколько лет она 
испытывает наплыв мигрантов с ближних территорий, поэтому государство 
борется с нелегальным прибытием в стране. По мнению аналитиков, с 2015 года в России временная миграция 
стала сокращаться, что сейчас представляет дефицит на рынке труда. Тем 
не менее в страну постепенно прибывают выходцы из Средней Азии. В 
Испании в это время идет наплыв беженцев из стран Ближнего Востока, 
Северной Африки и Украины. Многие мигранты, которые приехали в Россию и Испанию не 
возвращаются на родину, что приводит к повышению доли мигрантов в 
общем составе населения. Актуальность изучения миграционной политики Испании и России 
сводится к тому, что она оказывает достаточное влияние на различные 
сферы общества. Степень изученности темы: Исследования, проводимые в области 
миграционной политики, принадлежат отечественным и зарубежным 
авторам. Среди отечественных исследователей в данной области можно 
выделить: О.Д. Воробьеву1, О.Ю. Вострокнутову2, И.А. Романова3, В. 
 
1 Воробьева О.Д. Методологические основы разработки миграционной политики. // Экономическая наука 
современной России. – 2005. – №4 (31). - С. 85-102. 2 Вострокнутова О.Ю. Институт миграции в административном праве России: дис.на соиск.учён. степ.канд.юр.наук. -М., 2006.-С. 226. 3 Романов И.А.  Миграционные процессы в современной России: вопросы теории и практики 
регулирования – М.: Изд-во Акад. упр. МВД России, 2005. – С.179. 3 
 
Бобылева4, Л.Л. Рыбаковского5, С.В. Рязанцева6, Т.А. Прудникову и С.А. 
Егорову7, А.У.Хомра.8 
Среди зарубежных авторов можно выделить: Г.Фримена9, Йоппке10, 
Сассена11, Тиммера и Уильямса12, Холлифилда.13 
Проблема исследования заключается в том, что в Испании и России 
миграционная политика нацелена на регламентацию и регулирование 
миграционных процессов, а с другой стороны, сами государства, преследуя 
свои национальные цели по приему мигрантов, вынуждены в рамках 
миграционной политики предлагать программы и мероприятия по 
адаптации и интеграции мигрантов, способствовать изменениям в 
восприятии -  как восприятия мигрантов со стороны населения, так и 
восприятия мигрантами принимающей страны как комфортной, 
дружественной, безопасной."
123	2383223.1_Dudina V.A.json	" Это позволит мигрантам 
чувствовать себя комфортно и безопасно в новом обществе, а их 
 
Цель: выявить сходства и различия миграционной политики в 
Испании и России в период с 2015 по 2020 года. Задачи: 
1. Рассмотреть понятие, характеристики, функции миграционной 
политики. 2. Описать правовые основы миграционной политики России и 
Испании. 3. Описать институциональные основы в миграционной политики 
России и Испании. 4. Рассмотреть миграционную ситуацию в России и Испании на 
период 2015-2020 г. 
5. Сравнить социально-экономические аспекты миграционной 
политики в России и Испании. 6. Охарактеризовать культурную и религиозную составляющую 
миграционной политики в России и Испании. Методология и методы исследования: В работе использованы 
общенаучные методы (обобщение, анализ, синтез, сравнение), метод 
критерия. Основными нормативными основы выпускной работы являются: 
Всеобщая декларация прав человека14, Конституция Российской 
Федерации15 и Королевства Испании16, Указ «О Концепции 
государственной миграционной политики Российской Федерации на 2019-
2025 годы»,17 Органический закон 4/2000 «О правах и свободах иностранцев 
в Испании и их социальной интеграции»18. Эмпирическую базу составили различные по характеру документы и 
материалы: Федеральной службы государственной статистики России 
(Росстат)19,  Национальный институт статистики Испании (Instituto Nacional 
de Estadística)20, Экономический и социальный совет ООН (ЭКОСОС), 
ОЭСР21. Научная новизна исследования заключается в том, что был дан 
сравнительный анализ миграционной политики Испании и России по трем 
критериям. Теоретическая и практическая значимость ВКР: сводится к тому, 
что ее результаты могут быть использованы для дальнейшего изучения 
влияния миграционной политики на политическую, социальную, 
экономическую, культурную сферы общества в России и Испании. Структура работы: ВКР состоит из введения, двух разделов, 
заключения, библиографического списка. 18Ley Orgánica 4/2000, de 11 de enero, sobre derechos y libertades de los extranjeros en España y su integración 
social. 6 Термин «миграция» произошел от латинского слова migratio (migro – 
перехожу), что означает переселение, передвижение. В Российском 
энциклопедическом словаре представлены следующие определения 
миграции: во-первых, это «переселение или перемещение»; во-вторых, 
«миграция населения – перемещения людей, связанные, как правило, со 
сменой места жительства»22."
124	2383223.1_Dudina V.A.json	" Следуя из определений понятия 
миграции, выделяют два ее основных типа: международная 
(межгосударственная) и внутренняя (внутригосударственная). В работах О.Д. Воробьева и Т.В. Черевичко сказано, что 
миграционная политика – это совокупность законодательных актов, а также 
международных соглашений и социальных, которые регулируют 
миграционные потоки, вызывающие нежелательную миграцию24. В трудах О.Ю. Вострокнутовой существует понятие, что 
миграционная политика выступает в качестве административно-правовых и 
организационных средств, которые направлены на регулирование 
переселения людей по территории государства, а также на контроль за 
выездом и въездом за границы страны, улучшение демографических 
данных25. Такие авторы, как Е. Волосенкова, П. Кабаченко, Е. Тарасова, 
выделяют следующие аспекты в определении миграционной политики: 
продукт политической системы; прерогативу общественных институтов; 
общественные институты, которые имеют большой в формировании 
политики, например, церковь, политические партии, объединения; 
миграционную политику необходимо согласовывать не только на 
федеральном уровне, но и на региональном. С точки зрения И.А. Романова, миграционная политика 
рассматривается в широком и узком смысле. В первом случаи она должна 
воздействовать на перемещение населения. Во втором смысле – это только 
на механизмы миграционного движения. Автор полагает, что узкое 
определение на практике сложно осуществить, так как государству 
необходимо улучшить качество жизни, чтобы иметь влияние на процесс 
перемещения26. Под миграционной политикой, по мнению В. Бобылева, понимается 
определенная система целей, принципов, действий, при помощи которых 
государство может регулировать переселенческие потоки.27 
По утверждению Л.Л. Рыбаковского и С.В. Рязанцева, миграционной 
политикой может быть система идей, принятых на государственном уровне, 
при помощи которых различные общественные институты достигают 
определенные цели28. Т.А. Прудникова, С.А. Егорова, С.А. Акимова определяют 
миграционную политику, основанную на конституционных принципах, 
которые обусловлены с целями, задачами по развитию миграции, 
законодательством, а также механизмами управления государством, 
направленных на переселение, обустройство, размещение и адаптацию 
иностранцев29. 26 Романов И.А.  Миграционные процессы в современной России: вопросы теории и практики 
регулирования – М.: Изд-во Акад. упр. МВД России, 2005. – С.179. 27 Бобылев В. Миграционная политика (сущность, структурное строение, основные типы)."
125	2383223.1_Dudina V.A.json	" – 
2009. – № 6. – С.61-64. 28 Рыбаковский Л.Л. Миграционные процессы: понятие, формы, виды и стадии // Миграция населения. – 
2001 – .Вып. 1. Теория и практика исследования. – С. 167. 29 Сидоров В. Н. Особенности миграционной политики Российской Федерации // Юридический вестник 
Самарского университета. – 2015. – №3. – С.8-25. Cyberleninka.ru. Б.С. Хорев и А.У. Хомра имеют близкие формулировки. Они считают, 
что миграционная политика – это разработки мероприятий, направленные 
на развитие миграционных потоков.30 
Определение миграционной политики у зарубежных теоретиков 
отличается от отечественного понимания. Зарубежные государства 
учитывают положение исполнения миграционной политики, так как для них 
свойственен въезд иностранцев, а не выезд. Объяснения миграционной политики имеют два направления – это 
наблюдаемый факторный анализ, который основывается на акценте 
предложений, систем, институтов в сфере развития миграционной 
политики; а также осуществляемому показателю исследования, например, в 
качестве основы может выступать общество, государство. В политической науке подвергаются анализу разные субъекты, 
благодаря которым вырабатываются и вступают в силу решения. Этот метод 
считается важным для национальной политики, так как он ведет 
правительство к нейтральной области, которая встречается с социальными 
и культурными интересами. Гарри Фримен в своих работах выдвинул теорию о том, что 
формирование миграционной политики в либеральных демократиях, как 
правило, характеризуется политикой клиентов, поскольку издержки 
миграции рассеяны, а ее выгоды сконцентрированы31. В отличие от политэкономического анализа, институционалистские 
объяснения непосредственно объединены с политической социологией 
государства. Институты  обеспечивают  правительству  страны 
независимость от социальных интересов и обращают внимание на 
межинституциональные изменения и потребность государства. В политической сфере ясна роль войн за борьбу территорий, которые 
спорят с институтами за авторитет власти, которые образовывают 
миграционную политику и совершенствуют ее в связи с общественными 
обстоятельствами, которые были созданы исходя из предыдущего опыта. В своем труде «Почему либеральные государства принимают 
нежелательную иммиграцию» немецкий политолог Йоппке (1998 г.) писал 
о необходимости услуг адвокатов, которые закреплены в правах мигрантов, 
выступающих против испытаний со стороны государственной власти, 
например, таких как Министерство внутренних дел.32 
Следующая теория объясняет историческую связь образования 
миграционной политики и обращения внимания на высокоструктурных 
результатах решений и институтов в ограничении политиков."
126	2383223.1_Dudina V.A.json	" В частности, американский социолог Сассен (1996 г.) доказывала, что 
создание мировой системы прав человека сдерживает национальные 
государства, сохраняя истинные права иностранцев, прибывших в страну, 
от истязаний институтов власти.33 Похожих взглядов придерживается 
Холлифилд (1992 г.). Он считает, что стоявшая во главе либеральная 
идеология, которая нацелена на сохранение прав человека и интеграцию 
общенациональных рыночных экономик, сдерживает страны в их 
независимости принять важные решения в сфере миграционной политики34. Однако, эти теории не могут требовать независимого изложения 
миграционной политики, поэтому большую часть исследовательских работ 
связывают разные темы для трактовки встречаемых политических 
процессов. Среди зарубежных исследователей, таких как Уильямс и 
Тиммер, встречается мнение, что при применении количественного анализа 
и опоры на марксистские и глобалистские идеи, необходимо уделить 
внимание на экономическую составляющую и инструменты распределения 
мировой политики. Но на практике подавляющее большинство 
миграционной политики формируется в зависимости от общих интересов, 
проблем, институтов, являющиеся на перекрестке внешней и внутренней 
областей. Суть в том, чтобы определить динамику между факторами и 
относительный вес каждого из них.35 
В приведенных выше определениях можно выделить различные 
элементы миграционной политики. В первую очередь, они включают в себя 
структурные основы, которые являются фундаментом миграционной 
политики. Важной ее составной частью считаются цели, принципы, 
функции, которые предоставляют регулирование потоков иностранцев. Миграционная политика призвана решать определенные 
взаимосвязанные стратегические задачи, согласно с целью 
демографического развития государства: контролировать количество, 
территорию выхода и количество иностранцев, которые переезжают в 
страну. Важно работать над созданием мирного взаимодействия и сохранять 
добрые отношения с местным населением и приехавшими на новое место 
мигрантами. Переселение по территории мигрантов вызывает разные причины, 
например, они могут носить экономический, социальный, культурный, 
политический и военный характер. Частыми факторами миграции являются 
поиск трудовых ресурсов, сложная макроэкономическая обстановка, 
климатическая ситуация, военные конфликты, личные цели мигрантов36. Следствием социальных факторов являются миграционные процессы. Они необходимы для предоставления помощи государством мигрантам, 
перемещающим на новое место жительство.37 
Миграционная политика должна учитывать изменения в обществе и 
возможные способы контроля и регулирования."
127	2383223.1_Dudina V.A.json	" В первом случае рассматривается воздействие 
миграционных потоков на социальную и политическую жизнь страны. Во 
втором случае миграции уделяется большое внимание проблемам 
национальной безопасности. Здесь мигранты воспринимаются как 
политические акторы, которые принимаются за субъектов воздействия 
разных политических направлений. Именно поэтому важным вопросом 
является адаптация и интеграция мигрантов в принимаемое общество. Важной составляющей миграционной политики государства является 
стратегия, в которой изложены основные направления деятельности в этой 
области, где институты разрабатывают управление миграционными 
процессами с целью развития социально-экономической сферы и 
демографической составляющей.38 
Для того, чтобы наиболее полно рассмотреть миграционную 
политику, стоит определить её функции. Первой функцией является 
регулирование миграционных потоков. Миграционная политика 
разносторонне воздействует на миграционные процессы с целью 
упорядочения и регулирования через воссоздание соответствующих 
комфортных социально-экономических условий, так же принятие 
определенных законов и подзаконных актов, с целью соблюдения 
Функция рационализация противоречий реализуется через поиск 
оптимальных решений в различных конфликтных ситуациях, 
проявляющихся в уменьшении социально-политической напряженности, 
между различными категориями мигрантов соблюдая государственные 
интересы. Интегративная функция рассмотрена в аспекте внутренней политики, 
она осуществляется способом инкорпорирования вынужденных 
переселенцев в социум, включая непосредственно получение гражданства 
страны. И конечно помощь на новом месте. В аспекте внешней политики, 
интегративная  функция  миграционной  политики  государства 
осуществляется путем сотрудничества с разными государствами, их 
международными правительственными и неправительственными 
организациями, ну и конечно фондами, в целях защиты прав переселенцев, 
а также пресечения нелегальной миграции граждан. Функция  мобилизации  человеческих  ресурсов  является 
доказательством социальной динамики миграции граждан. Эта функция 
играет важнейшую роль для использования миграционной политики как 
важного фактора для восстановления социума39. Для реализации государственной политики необходимы такие 
механизмы, как: базовое и совокупное миграционное законодательство, 
которое едино для всех групп мигрантов; выделение федеральной и 
региональной ответственности, а также ответственности организаций 
разных форм за решение проблем, которые возникают на местном уровне; 
система административных и экономических мер государственного 
регулирования существующих миграционных потоков; система форм 
 
Для того, чтобы лучше охарактеризовать миграционную политику, 
выделяются три критерия – это политико-правовая, социально-
экономическая и культурно-религиозная."
