id	doc	text
18	2311570.1_Magisterskaya dissertaciya DvoychenkovPA podpisano.json	" Поддержка 
может осуществляться как Центром поддержки экспорта самостоятельно, так и 
с привлечением специализированных операторов со стоимостью услуги до 
50 000 руб. в течение одного календарного года. Участие в международных выставочных мероприятиях. Услуга состоит из оплаты стоимости арендуемых площадей, изготовления, 
аренды и сборки выставочного места, включая его доставку, монтаж и демонтаж, 
оплаты аренды помещений для организации встреч, технического и 
лингвистического  сопровождения  переговоров  и  сопутствующих 
регистрационных сборов, а также перевозку участников автотранспортом от 
места прибытия в иностранном государстве до места размещения и от места 
размещения до места проведения мероприятия и обратно. Субъектам малого и 
среднего предпринимательства услуга оказывается на безвозмездной основе. В 
услугу только не входит стоимость билетов на самолет и проживание в отеле. Поддержка осуществляется с привлечением специализированных операторов. Стоимость услуг для одной компании в нескольких мероприятиях может 
составлять до трех млн. руб. в течение одного календарного года. Участие в международных бизнес-миссиях - услуга состоит из полного 
финансирования организации и проведения бизнес-миссий в иностранном 
государстве с организацией переговоров, выстраиванием делового 
взаимодействия с потенциальными покупателями с целью дальнейшего выхода 
на подписание экспортных контрактов. В результате получения услуги, 
экспортер получает возможность установить качественные контакты с 
потенциальными иностранными потребителями своей продукции и услуг, 
принять участие в переговорах с подобранными потенциальными иностранными 
покупателями. "
19	2311570.1_Magisterskaya dissertaciya DvoychenkovPA podpisano.json	" В отличие от 
проведения иных международных мероприятий, данное включает оплату 
билетов на самолет для иностранной делегации. Оказание услуги 
осуществляется с привлечением специализированных операторов, свойственных 
данному типу мероприятий. Стоимость организации услуги может составлять до 
пятисот тыс. руб.  
Организация и проведение семинаров и мастер-классов. Услуга информационно-консультационной поддержки малого и среднего 
предпринимательства состоит из семинаров, вебинаров, круглых столов, мастер-
классов и т.д. по вопросам экспортной деятельности в соответствии с 
получаемыми запросами экспортеров по темам желаемых мероприятий. Услуга 
включает аренду помещения с соответствующим оборудованием, по 
договоренности вознаграждение спикеру. Общая стоимость услуги может 
составлять до ста тыс. руб. для не менее десяти экспортеров. Услуга размещения на электронных торговых площадках обеспечивает 
размещение информации о производимой МСП продукции на различных 
электронных площадках: организацию работы по регистрации экспортера на 
электронной площадке, оплату залога, абонентской платы, операционных 
расходов, оплату услуг сервисной компании по маркетинговой поддержке 
экспортера на электронной площадке. При получении данной услуги задачей 
экспортера является размещение контента на электронной площадке, и 
осуществление торговли на выбранной площадке. Услуга предоставляется на 
безвозмездной основе. Стоимость услуги может составлять до двухсот тыс. руб. 
в течение календарного года на размещение одного экспортера."
20	2311570.1_Magisterskaya dissertaciya DvoychenkovPA podpisano.json	" То же самое касается услуги по организации поиска зарубежных 
покупателей для субъекта малого и среднего предпринимательства. Бюджет на 
данную форму поддержки составил 18 000 000 руб., из которых было 
израсходовано на поиск иностранных партнеров посредством обращения к 
подрядчикам 17 298 000 руб. Интерес к данной услуге, прежде всего, связан как 
с большими объемами произведенной продукции, хранящейся на складах 
экспортеров, так и перспективах экспорта продукции, связанной с получением 
сертификации продукции на новых зарубежных рынках. Оказание услуги содействия в проведении индивидуальных 
маркетинговых/патентных исследований иностранных рынков по запросу 
субъектов малого и среднего предпринимательства - план 8 000 000руб./факт 
7 218 000 руб., и услуги размещения экспортируемой продукции на зарубежных 
электронных торговых площадках также оказались востребованными в рамках 
поддержки экспортеров Московской области - план 12 000 000 руб./факт 10 090 
000 руб. 
Следует отметить большой интерес начинающих экспортеров к участию в 
экспортных семинарах - план 8 000 000 руб./факт 7 793 000 руб. и мастер-
классах, вебинарах и других информационно-консультационных мероприятиях - 
план 6 000 000 руб./факт 5 141 000 руб. – это связано с информированием 
начинающих экспортеров о возможных формах господдержки бизнеса, меньший 
интерес отмечен к экспертизе и сопровождению экспортных контрактов – при 
плане в 2 000 000 руб. факт составил менее половины - 870 000 руб. 
"
21	2311570.1_Magisterskaya dissertaciya DvoychenkovPA podpisano.json	"  
Как можно увидеть в таблице 6, несмотря на высокую стоимость услуги, 
наибольший объем экспорта в 2020 году показала поддержка финансирования 
услуг по организации участия субъектов малого и среднего 
предпринимательства в выставочно-ярмарочных мероприятиях в иностранном 
государстве. Было профинансировано участие в выставочных мероприятиях за 
рубежом более 40 экспортеров. В результате поддержки в течение 2020 года 
были заключены 30 экспортных контрактов на сумму более 4 млрд. руб.  
Так же с учетом высокой стоимости услуги по приведению продукции в 
соответствие с обязательными требованиями, предъявляемыми на внешних 
рынках для экспорта товаров была оказана поддержка 34 экспортерам в 
результате которой в 2020 году уже были заключены 24 экспортных контракта 
общей суммой более 3,7 млрд. руб. 
Значимые результаты показала поддержка участия субъектов малого и 
среднего предпринимательства в выставочно-ярмарочных мероприятиях на 
территории Российской Федерации. При поддержанных 26 подмосковных 
экспортеров было подписано 17 экспортных контрактов почти на 1,9 млрд. руб.  
С учетом количества экспортеров (8 компаний), получивших услугу по 
проведению международной бизнес-миссии и поддержанный объем экспорта 
(около 130 млн. руб.), а также услугу участия в реверсной бизнес-миссии 
(6 компаний участниц, поддержанный объем экспорта (около 110 млн. руб.) 
можно считать достаточно эффективными. "
22	2311570.1_Magisterskaya dissertaciya DvoychenkovPA podpisano.json	" Оценка таких услуг, как содействие в подготовке и переводе на 
иностранные языки презентационных материалов по запросу субъекта малого и 
среднего  предпринимательства,  экспертиза  экспортного  контракта, 
формирование коммерческого предложения под целевые рынки и категории 
товаров для субъекта малого и среднего предпринимательства, в т.ч. проведение 
экспортных семинаров и мастер-классов, вебинаров является достаточно 
субъективной, поскольку не позволяет достаточно точно определить 
финансовый результат, однако данные услуги определенно являются хорошими 
инструментами поддержки экспортеров и покажут свою результативность 
в последующие годы. С учетом приведенных в главе сравнительных показателей предлагается 
при составлении бюджета на 2021 год и последующие годы сократить 
количество оказываемых услуг и соответствующее финансирование по 
следующим мерам поддержки:  
- содействие в проведении индивидуальных маркетинговых исследований 
зарубежных рынков по запросу субъектов малого и среднего 
предпринимательства ввиду того, что информация о соответствующих рынках 
общедоступна и даже для начинающего экспортера не представляет какой-либо 
сложности ее получить из различных бумажных или электронных источников, в 
том числе с использованием систем автоматизированного перевода и иметь 
полноценное представление о потенциальных рынках сбыта производимой 
компанией продукции. "
23	2311570.1_Magisterskaya dissertaciya DvoychenkovPA podpisano.json	" Даже уже действующие экспортеры далеко не всегда умеют организовывать 
продуманный поиск зарубежных покупателей и возможность их поддержки в 
виде выбираемых на тендерной основе компаний-операторов имеющих, как 
более качественные наработанные контакты с потенциальными покупателями, 
так и  соответствующий опыт выстраивания с ними маркетинговых отношений 
по продвижению продукции экспортеров; 
- организация участия субъектов малого и среднего предпринимательства в 
выставочных мероприятиях в иностранных государствах. Ситуация, в результате 
которой было значительно сокращено участие в выставочных мероприятиях в 
прошедшем году, тем не менее привела к одним из лучших результатов по 
увеличению объемов экспорта; 
- содействие в размещении субъектов малого и среднего 
предпринимательства на электронных торговых площадках. Несмотря на то, что 
данная мера поддержки позволила выйти многим подмосковным экспортерам на 
зарубежный рынок, речь пока идет об очень небольших объемах экспорта в 
основном направленных на B2C. Критериями для увеличения или сокращения финансирования является 
не только объем поддержанного экспорта, но и количество заключённых 
экспортерами Московской области экспортных контрактов, включая как 
количество поддержанных новых экспортёров, так и расширение географии 
стран, с которыми удалось выстроить сотрудничество о поставках. "
24	2311570.1_Magisterskaya dissertaciya DvoychenkovPA podpisano.json	" Результат экспортного 
аудита может быть использован при подборе оптимальной траектории выхода на 
внешний рынок и повышения общей эффективности экспортных поставок. Данная услуга осуществляется на основе предоставляемой экспортером 
информации, в том числе собираемой самостоятельно из доступных 
информационных каналов. Отчет по экспортной диагностике компании будет 
содержать описание текущей деятельности, подробное описание экспортного 
потенциала предприятия, перспективные зарубежные рынки, оценку экспортных 
барьеров для производимых компанией товаров, рекомендации по ведению 
экспортной деятельности и избегании совершаемых ошибок, ведущих к 
уменьшению и потере прибыли; 
- профессиональный юридический перевод экспортного контракта на 
иностранный язык; 
- логистическое сопровождение экспортных поставок, что особенно 
актуально для начинающих экспортеров, которые не имеют опыта работы с 
зарубежными рынками или считают его недостаточным. Данная поддержка 
будет включать в себя услуги, связанные с оформлением таможенных 
документов, транспортировкой товара, с организацией погрузо-разгрузочных 
работ, составлением оптимальной логистической линии с учетом постоянной 
консультационной поддержки получателя услуги; 
- организация индивидуальных поездок экспортера российского региона за 
пределы территории Российской Федерации с целью проведения переговоров с 
заинтересованными потенциальными покупателями производимой компанией 
продукции и последующим заключением экспортного контракта."
25	2311570.1_Magisterskaya dissertaciya DvoychenkovPA podpisano.json	" Софинансирование должно включать транспортировку товаров по 
железной дороге, водным или авиатранспортом, а также автотранспортом от 
четвертого экологического класса и выше, экспедиторские услуги, погрузочно-
разгрузочные работы, временное хранение товаров, таможенное оформление 
товаров и страхование грузов; 
- Софинансирование получения экспортером сертификата соответствия 
ISO для подтверждения применения на предприятии соответствующих 
принципов системы менеджмента в соответствии с директивами мировых 
стандартов и возможности дальнейшей продажи продукции на зарубежные 
рынки. Поскольку рассматриваемый вид сертификации является достаточно 
дорогостоящим, то предлагается софинансировать сертификацию предприятий 
производителей только высокотехнологичных отраслей на условиях 
софинансирования до 50% за счет государственной поддержки в зависимости от 
соответствия компании разработанным критериям и включения в обязательство 
экспортера обеспечить экспорт продукции компании не менее пятикратной 
стоимости сертификации в течение трех лет. Предлагается софинансировать получение экспортером следующих 
сертификатов соответствия ISO для подтверждения применения на предприятии 
соответствующих принципов системы менеджмента: 
- ISO 9001 - система менеджмента качества; 
- ISO 22716 - система менеджмента GMP; 
- ISO 14001 - система экологического менеджмента; 
- ISO 22000 - система менеджмента безопасности пищевой 
продукции; 
"
26	2311570.1_Magisterskaya dissertaciya DvoychenkovPA podpisano.json	" Программа позволяет напрямую 
взаимодействовать с людьми, непосредственно принимающими решения в 
компаниях-партнерах о заключении конкретных сделок, минуя секретариат и 
среднее менеджерское звено. Программа-бот путем описания сценарно-
ситуационных вопросов отсеивает розничных покупателей и случайных 
заинтересантов, а также потенциальных конкурентов, задача которых выяснить 
цену. При определении потенциального покупателя, имея в распоряжении его 
контактные данные (ФИО, должность, телефон, электронную почту и название 
компании), компания-оператор связывается с ним в режиме телефонного звонка. Это позволяет убедиться в реальности намерений заказчика и согласовать 
возможные параметры сделки. Далее эта информация передается 
предпринимателю для дальнейшей работы. Вся процедура поиска партнера 
занимает в среднем 10-15 дней в зависимости от вида продвигаемого продукта. При этом опыт показывает, что в течение полутора-двух месяцев продолжают 
поступать запросы от потенциальных покупателей на приобретение продукции; 
- предоставление услуги экспортного акселератора по подготовке и 
продвижению товаров на рынок Китая через каналы китайской социальной сети 
Вичат, который включает в себя блок теоретических семинаров и тренингов на 
тему выхода потенциальных экспортеров на китайский рынок через электронные 
торговые площадки, консультационную подготовку экспортеров с помощью 
экспертов и менторов перед организацией тестовой партии продукции в Китай, 
организацию логистики партии товара в Китай, организацию дегустаций 
продукции экспортера с помощью фокус-групп в Китае, организацию тестовых 
продаж в каналах Вичат. "
27	2311570.1_Magisterskaya dissertaciya DvoychenkovPA podpisano.json	"  
 Государственное регулирование внешнеэкономической деятельности для 
экспортеров и импортеров, производителей и потребителей услуг 
осуществляется посредством создания благоприятной регуляторной среды, 
стимулирования участников внешнеэкономической деятельности и вовлечения 
новых предпринимателей во внешнеэкономические процессы за счет 
применения финансовых, страховых, кредитно-гарантийных инструментов, а 
также информационно-консультативной поддержки бизнеса с акцентом на 
высокотехнологичных и инновационных секторах экономики. Меры поддержки несырьевого экспорта включают в себя спектр 
инструментов как на основе финансирования, софинансирования от 50% до 80%, 
так и кредитно-гарантийные и страховые инструменты с целью стимулирования 
выхода российской продукции на внешние рынки с конкурентоспособной ценой 
и качеством. Наиболее востребованными мерами поддержки среди экспортеров 
Московской области являются поиск потенциальных иностранных покупателей, 
поддержка участия в международных выставочных мероприятиях и деловых 
миссиях, сертификация продукции в соответствии с требованиями зарубежных 
рынков и размещение субъектов малого и среднего предпринимательства на 
электронных торговых площадках. Необходимо как увеличение финансирования, так и большего вовлечения 
бизнеса на такие услуги, как сертификация продукции на зарубежных рынках, 
консультационные услуги по тематике внешнеэкономической деятельности и 
поиск зарубежных покупателей для субъекта малого и среднего 
предпринимательства. Следует отметить, что приведенные в работе величины результативности 
оказанных мер поддержки как по итогам их сравнения между собой, так и по 
результатам поддержанного объема экспорта региона следует рассматривать 
через призму отсутствия полноценной системы методологических показателей 
оценки результатов. "
28	2381030.1_VKR Kopacheva 26 gruppa.json	" Актуальность исследования: в рамках российской внешней 
политики, европейское направление всегда занимало и занимает по сей 
день одно из самых приоритетных мест. Несмотря на то, что Российской 
Федерации интересен диалог с Европой в целом, всё же выделяется 
сотрудничество с отдельными европейскими странами по двустороннему 
сотрудничеству. Данное сотрудничество является важной составляющей 
дальнейшего мирового функционирования, так как затрагивает следующие 
области:  проблема  безопасности,  экономические  отношение, 
гуманитарный аспект и т.д. Франция занимает важное место в системе 
европейского баланса, вследствие чего, реализация отношений между 
Россией и Франции, является стремлением первой улучшить отношения с 
Европейским союзом в том числе. Российско-французские отношения имеют решающее значение в 
том, что они являются фактором стабильности на европейском континенте 
и в мире. Основой этого является сближение позиций рассматриваемых 
стран по многим жизненно важным вопросам, основанное на общей 
ответственности за поддержание мира и безопасности в соответствии с 
Уставом Организации Объединенных Наций. На данном этапе, несмотря на антироссийские санкции, 
поддерживаемые Францией, развивается диалог на региональном уровне. Более 50 российских регионов поддерживают связи со своими 
французскими партнерами. 2021 год был объявлен перекрестным Годом 
российско-французского межрегионального сотрудничества. Из-за общей нестабильности в мире (военные конфликты, пандемия, 
нефтяной кризис, экономические трудности и т.д.), России и Франции 
нужно поддерживать дружеский диалог. В самых различных сферах 
двустороннего сотрудничества должен расширяться круг связей, должна 
усиливаться его интенсивность. Именно поэтому необходимо выявить те 
факторы, которые могли бы помочь в развитии этого сотрудничества. 3 
"
29	2381030.1_VKR Kopacheva 26 gruppa.json	" Однако в ходе работы 
конкретизация объектной области сделало необходимым расширение 
внешней границы до начала 1990-х годов. Степень изученности темы: на сегодняшний день рассматриваемая 
проблематика изучается различными научными центрами в России, среди 
которых Институт Европы, Российская академия наук, Российский 
институт стратегических исследований, МГИМО, Дипломатическая 
академия МИД и др.  
Объект исследования: российско-французские отношения в период 
2008-2020 гг. 
Предмет исследования особенности реализации российско-
французских отношений в рассматриваемый период. Цель исследования: выявить совокупность факторов, оказывающие 
ключевое влияние на позитивную динамику двусторонних отношений. Для достижения цели исследования были поставлены следующие 
задачи: 
– конкретизация концептуальных основ российско-французских 
отношений; 
–  систематизация  нормативно-правовые  основания 
институционализации российско-французских отношений; 
– выявление особенностей реализации политических отношений; 
– выявление особенностей реализации экономических отношений; 
– выявление особенностей реализации гуманитарного аспекта 
двусторонних отношений. Методы исследования: в настоящей работе применялись такие 
методы исследования, как: комплексное, разностороннее изучение 
проблемы, систематизация информации в соответствии с выбранной 
темой, формализация, сравнительный (в т.ч. статистический) анализ и 
прогнозирование, использование экспертных оценок. 
"
30	2381030.1_VKR Kopacheva 26 gruppa.json	" При анализе российско-французских отношений у российских 
историографов можно выделить 2 подхода:  
1) Рассмотрение российско-французских отношений в контексте 
проблем России и Европейского союза (такая работа, как «Европейская 
безопасность. От «лишь бы не было войны» до поиска нового равновесия»6 
Дмитрия Тренина); 
2) Рассмотрение конкретной области двусторонних отношений 
между Россией и Францией (пример работы – «Экономика Франции: 
традиции и новейшие тенденции» Г.П. Черникова7) 
Говоря о французской историографии, стоит отметить одну 
особенность этих работ – большинство из них сосредоточено на 
рассмотрении двустороннего сотрудничества в конкретных областях или 
при конкретных событиях. Например, такие работы как «Экономическое 
сотрудничество России и Франции под международными санкциями» 
Белоусовой М.8, «Франко-российские культурные отношения (1991-2004 
годы): какие перспективы?» Ващенко А.9 , а также «Проблема Крыма и 
украинский конфликт в политике Франции» Нарочинской Е.А.10 и др. 
Необходимо также учитывать основные нормативно-правовые акты, 
касающиеся двустороннего сотрудничества для полноценного понимания 
степени развитости российско-французских отношений, такие как 
Концепции внешней политики Российской Федерации, "
31	2381030.1_VKR Kopacheva 26 gruppa.json	"Научная новизна исследования заключается в конкретизации 
концептуальных основ двусторонних отношений с учётом современных 
реалий,  систематизации  нормативно-правовых  оснований 
институционализации (выявлении особенностей экономического, 
культурного и политического взаимодействия). Научная новизна также 
заключается в положениях, выносимых на защиту: 
– Франция, как и Европейский союз, продолжает оставаться одним 
из самых важных политических партнёров для России, согласно 
Концепциям внешней политики Российской Федерации, однако всё 
большее значение отдаётся странам-членам СНГ и БРИКС. Что касается 
подходов внешней политики Франции, то Россия также является для 
Франции важным стратегическим партнёром, однако она придерживается 
общего курса внешней политики ЕС; 
– практически полное отсутствие обязательных двусторонних 
договоров о сотрудничестве между Россией и Францией свидетельствует о 
том, что поддержка Францией России и её желание вернуть России свой 
былой авторитет на международной арене осуществляется лишь на уровне 
риторике, так как никаких политических соглашений с 2014 года между 
Россией и Франции, а также между Россией и ЕС заключено не было; 
– политический курс Франции включает в себя ориентацию на 
политику НАТО и ЕС, что говорит о том, что, несмотря на её 
суверенность, она не может самостоятельно осуществлять политику по 
отношению к России, так как эти отношения должны проходить под 
влиянием санкций и отношения ЕС и НАТО к России. Многочисленные 
высказывания Эммануэля Макрона о поддержки России и желании 
встроить РФ в полноценную систему международных отношений на 
данный момент не подтверждаются юридически."
32	2381030.1_VKR Kopacheva 26 gruppa.json	" Германия и Франция считают себе локомотивами при переговорах и 
склоняют Россию к выполнению всех требований. На уровне риторики 
Франция поддерживает Россию при переговорах, но при выполнении всех 
норм международного права; 
– отсутствие стабильного экономического сотрудничества, так как 
наблюдается не только спады экономических показателей, но и 
сохраняется количество французских компаний на территории России, 
несмотря на санкции, а также присутствует большая доля французских 
инвестиции в РФ. Таким образом, Франция для России является одним из 
главных инвесторов и торговым партнёром; 
– активное развитие имеет культурная сфера, например, 
возобновление работы Трианонского диалога, а также сотрудничество в 
научной и образовательных сферах между Россией и Францией. На данный 
момент эти сферы остаются единственными крепкими нитями 
двусторонних отношений между Россией и Францией. Практическая значимость исследования: сформулированные 
факторы и особенности развития российско-французских отношений в 
данной работе, выделенные перспективы и прогнозы двустороннего 
сотрудничества, изучение нормативной базы и различного опыта 
взаимодействия России и Франции могут быть использованы 
министерствами международных дел, государственными учреждениями, 
для решения задач по улучшению этого сотрудничества и устранению 
возникающих разногласий. "
33	2381030.1_VKR Kopacheva 26 gruppa.json	" В Концепции внешней политики России за 2000 год13 большая глава 
посвящена взглядам России на современный мир и угрозы, стоящие перед 
ним. На тот момент одними из главных приоритетов внешней политики 
России было формирование нового устройства и укрепление 
международной безопасности. Говоря о региональных приоритетах, на 
первый план вышли страны-члены СНГ: «Упор будет делаться на 
развитии добрососедских отношений и стратегического партнерства со 
всеми государствами - участниками СНГ»14. Однако, в то же время, было отмечено, кто ключевое значение имеют 
двусторонние отношения России и Европейского союза. В этом документе 
авторы уточнили, что, несмотря на динамично развивающиеся процессы 
ЕС (дальнейшее расширение, становление общей внешней политики, 
институциональная реформа и т.д.), Россия будет продолжать добиваться 
должного внимания к её собственным интересам и расширять количество 
двусторонних отношений с отдельными странами. Также было замечено, 
что «главной целью российской внешней политики на европейском 
направлении является создание стабильной и демократической системы 
общеевропейской безопасности и сотрудничества. Россия заинтересована 
в дальнейшем сбалансированном развитии многофункционального 
характера Организации по безопасности и сотрудничеству в Европе 
(ОБСЕ) и будет прилагать усилия в этом направлении»15. Наиболее 
интересным России казалось сотрудничество с Великобританией, 
"
